USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  24128 14816 ?        Ss   01:44   0:03 /sbin/init splash
mohamme+    3808  0.0  0.0 389128  7560 ?        Sl   01:44   0:00 /usr/libexec/goa-identity-service
mohamme+    3811  0.0  0.1 455032 27056 ?        Ssl  01:44   0:00 /usr/libexec/gsd-keyboard
mohamme+    3815  0.0  0.1 747824 27060 ?        Ssl  01:44   0:01 /usr/libexec/gsd-media-keys
mohamme+    3817  0.0  0.2 599248 31560 ?        Ssl  01:44   0:01 /usr/libexec/gsd-power
mohamme+    3822  0.0  0.0 323772  9836 ?        Ssl  01:44   0:00 /usr/libexec/gsd-print-notifications
mohamme+    3827  0.0  0.0 531092  6472 ?        Ssl  01:44   0:00 /usr/libexec/gsd-rfkill
mohamme+    3829  0.0  0.0 309568  5992 ?        Ssl  01:44   0:00 /usr/libexec/gsd-screensaver-proxy
mohamme+    3835  0.0  0.0 543508 10236 ?        Ssl  01:44   0:00 /usr/libexec/gsd-sharing
mohamme+    3840  0.0  0.0 385872  7172 ?        Ssl  01:44   0:00 /usr/libexec/gsd-smartcard
mohamme+    3842  0.0  0.0 393692  8516 ?        Ssl  01:44   0:00 /usr/libexec/gsd-sound
mohamme+    3850  0.0  0.1 381944 24860 ?        Ssl  01:44   0:00 /usr/libexec/gsd-wacom
mohamme+    3853  0.0  0.1 457264 30512 ?        Ssl  01:44   0:00 /usr/libexec/gsd-xsettings
mohamme+    3873  0.0  0.1 1505360 22244 ?       Ssl  01:44   0:00 /usr/libexec/evolution-calendar-factory
mohamme+    3881  0.0  0.0 389496 10804 ?        Ssl  01:44   0:01 /usr/libexec/gvfs-udisks2-volume-monitor
mohamme+    3929  0.0  0.0 236652  6544 ?        Sl   01:44   0:00 /usr/libexec/ibus-memconf
mohamme+    3932  0.0  0.1 388480 27184 ?        Sl   01:44   0:04 /usr/libexec/ibus-extension-gtk3
mohamme+    3939  0.0  0.1 307780 19788 ?        Sl   01:44   0:00 /usr/libexec/ibus-x11 --kill-daemon
mohamme+    3943  0.0  0.0 416248 14040 ?        Sl   01:44   0:00 /usr/libexec/gsd-printer
mohamme+    3946  0.0  0.0 310432  6776 ?        Sl   01:44   0:00 /usr/libexec/ibus-portal
mohamme+    3971  0.0  0.3 905708 49020 ?        Sl   01:44   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
mohamme+    3996  0.0  0.0 266384 13100 ?        Sl   01:44   0:00 /usr/bin/touchegg
mohamme+    4003  0.0  0.0 305500  7812 ?        Sl   01:44   0:00 /usr/libexec/gsd-disk-utility-notify
mohamme+    4072  0.0  0.1 825500 26084 ?        Ssl  01:44   0:00 /usr/libexec/evolution-addressbook-factory
mohamme+    4074  0.0  0.0 309800  6412 ?        Ssl  01:44   0:00 /usr/libexec/gvfs-mtp-volume-monitor
mohamme+    4092  0.0  0.0 310768  6632 ?        Ssl  01:44   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
mohamme+    4107  0.0  0.0 389388  7624 ?        Ssl  01:44   0:00 /usr/libexec/gvfs-afc-volume-monitor
mohamme+    4121  0.0  0.0 309780  6184 ?        Ssl  01:44   0:00 /usr/libexec/gvfs-goa-volume-monitor
mohamme+    4144  0.0  0.1 2932928 22464 ?       Sl   01:44   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
mohamme+    4164  0.0  0.0 236776  6888 ?        Sl   01:44   0:01 /usr/libexec/ibus-engine-simple
mohamme+    4173  0.0  0.2 762200 34872 ?        SNsl 01:44   0:32 /usr/libexec/tracker-miner-fs-3
mohamme+    4180  0.0  0.0 230624  6416 ?        Ssl  01:44   0:00 /usr/libexec/dconf-service
mohamme+    4214  0.0  0.0 535836  9016 ?        Sl   01:44   0:00 /usr/libexec/gvfsd-trash --spawner :1.19 /org/gtk/gvfs/exec_spaw/0
mohamme+    4306  0.0  0.0 236312  6256 ?        Ssl  01:44   0:00 /usr/libexec/gvfsd-metadata
mohamme+    4331  0.0  0.0 628060 13152 ?        Ssl  01:44   0:01 /usr/libexec/xdg-desktop-portal
mohamme+    4336  0.0  1.1 4200580 188104 ?      Ssl  01:44   0:10 /usr/libexec/xdg-desktop-portal-gnome
mohamme+    4364  0.0  0.1 456004 25796 ?        Ssl  01:44   0:00 /usr/libexec/xdg-desktop-portal-gtk
mohamme+    4384  0.0  0.0 303928  1560 ?        Ssl  01:44   0:00 /snap/snapd-desktop-integration/391/usr/bin/user-session-helper /snap/snapd-desktop-integration/391/usr/bin/snapd-desktop-integration
mohamme+    4458  0.0  0.0 1406220 15620 ?       Sl   01:44   0:00 /snap/snapd-desktop-integration/391/usr/bin/snapd-desktop-integration
mohamme+    4490  0.9  3.1 55782712 489216 ?     Sl   01:44   9:58 /opt/google/chrome/chrome
mohamme+    4496  0.0  0.0   8436  1796 ?        S    01:44   0:00 cat
mohamme+    4497  0.0  0.0   8436  1812 ?        S    01:44   0:00 cat
mohamme+    4499  0.0  0.0 54548992 3052 ?       Sl   01:44   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/mohammed-masihuddin/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=151.0.7922.169 --initial-client-fd=5 --shared-client-connection
mohamme+    4501  0.0  0.0 54540780 2948 ?       Sl   01:44   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/mohammed-masihuddin/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=151.0.7922.169 --initial-client-fd=4 --shared-client-connection
mohamme+    4507  0.0  0.3 55234812 50752 ?      S    01:44   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=4499 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
mohamme+    4508  0.0  0.3 55234796 54628 ?      S    01:44   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4499 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
mohamme+    4510  0.0  0.0 55234824 9116 ?       S    01:44   0:01 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4499 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
mohamme+    4537  0.2  0.9 55097908 150980 ?     Sl   01:44   2:22 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4499 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5153661555468114253,2216150478160275244,524288 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190708989122997041
mohamme+    4547  0.0  0.3 55306304 52660 ?      Sl   01:44   0:02 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=4499 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2364823516347210144,17658286601507868949,524288 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190708990060038890
mohamme+    4629  9.0  1.1 1520687844 176216 ?   Sl   01:44  95:25 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=30885109 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14270026039522568147,202700083222487344,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190708993808206286
root        4722  0.0  0.0      0     0 ?        I    01:44   0:00 [kworker/9:3-mm_percpu_wq]
mohamme+    4754  0.0  1.0 1518714368 159028 ?   Sl   01:44   0:03 /opt/google/chrome/chrome --type=renderer --top-chrome-webui --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=34391268 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4210743875045986828,12920327227284122956,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709000367499229
mohamme+    4874  0.8  1.6 1518768888 254640 ?   Sl   01:44   9:11 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=34858447 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8148188670351243281,8650947446695832444,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709005052708474
mohamme+    4911  2.8  1.3 1518727292 219552 ?   Sl   01:44  29:59 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=45366068 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10896966017761582531,14499670037966022841,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709017234252511
mohamme+    5008  0.0  2.3 1518719152 363720 ?   Sl   01:44   0:58 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=61 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=48395515 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1884733676566379043,7300831807651553391,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709043471424283
mohamme+    5016  0.0  1.0 1518712388 166592 ?   Sl   01:44   0:11 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=49 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=48404231 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10610226153839909911,12577958367198093708,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709032226922095
mohamme+    5025  0.0  1.8 1522691912 289988 ?   Sl   01:44   0:38 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=50 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=48410945 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14572168703886534622,13732021428740089463,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709033163963944
mohamme+    5104  0.0  0.4 55043932 76072 ?      Sl   01:44   0:17 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4499 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18144270667257680893,14944852730891481167,524288 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709046282549830
mohamme+    5142  0.5  2.8 1520762968 450612 ?   Sl   01:44   5:30 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=34 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=50941589 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5192367164730036330,15726135874074821243,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709018171294360
mohamme+    5161  0.0  1.8 1524670660 287084 ?   Sl   01:44   0:28 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=51 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=51758099 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6020453885930342617,3721793611828623305,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709034101005793
mohamme+    5199  0.0  0.7 1518711056 118144 ?   Sl   01:44   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=70 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=52937733 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10313449441236664010,14666305091702661000,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709051904800924
mohamme+    5209  0.0  0.7 1518711324 122144 ?   Sl   01:44   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=71 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=53268254 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10639940185867449889,9246679374906957374,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709052841842773
mohamme+    5232  0.0  1.7 1518759856 269512 ?   Sl   01:44   0:29 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=52 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=53926133 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10968170401800116340,4086983261424478680,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709035038047642
mohamme+    5275  0.0  0.7 1518711004 110980 ?   Sl   01:44   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=74 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=55775402 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,663418089609394175,3109371502721297139,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709055652968320
mohamme+    5307  0.0  1.8 1524658036 287132 ?   Sl   01:45   0:39 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=53 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=58510888 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17237889535064797342,17205231058948056088,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709035975089491
mohamme+    5321  0.0  2.1 1522692376 331872 ?   Sl   01:45   1:03 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=48 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=58813449 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7766288348765081292,12979902808105592745,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709031289880246
mohamme+    5341  0.0  1.9 1522768152 314556 ?   Sl   01:45   0:35 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=37 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=58958894 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14708167094587027935,6841563292247599131,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709020982419907
mohamme+    5396  0.0  0.9 1518719868 147612 ?   Sl   01:45   0:03 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=78 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=60683887 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6970232815029016610,1359539095800339863,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709059401135716
mohamme+    5428  0.0  1.2 1518731832 198760 ?   Sl   01:45   0:15 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=58 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=62004498 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5764367630964797626,8667166253833662170,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709040660298736
mohamme+    5452  0.0  2.0 1518757968 320140 ?   Sl   01:45   0:32 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=62942874 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13523613210067298343,11292753837995930428,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709005989750323
mohamme+    5480  0.0  1.2 1518757220 204688 ?   Sl   01:45   0:31 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=35 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=65026801 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1171109487945129327,16720699637120383671,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709019108336209
mohamme+    5513  0.0  1.0 1518733868 172712 ?   Sl   01:45   0:08 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=81 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=67430123 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17886110948980243997,7233129894268694336,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709062212261263
mohamme+    5526  0.0  1.0 1518713784 168092 ?   Sl   01:45   0:08 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=28 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=67914737 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11524373888852655762,11711594212973316577,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709012549043266
mohamme+    5545  0.0  1.1 1518728216 181192 ?   Sl   01:45   0:19 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=68539518 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1338240388963528185,5061031019266143432,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709011612001417
mohamme+    5574  0.0  1.1 1520712656 178780 ?   Sl   01:45   0:10 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=69006384 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14068843883946171165,3733124188652523502,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709010674959568
mohamme+    5609  0.0  1.3 1520723420 211656 ?   Sl   01:45   0:19 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4499 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=83 --time-ticks-at-unix-epoch=-1788466444858910 --launch-time-ticks=70194595 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10974344167016068963,12257021705783932061,2097152 --field-trial-handle=3,i,9545646796796194282,6483927401022265104,262144 --variations-seed-version --pseudonymization-salt-handle=7,i,7914014592112733189,15520871274522716668,4 --trace-process-track-uuid=3190709064086344961
